ticket_id,customer_id,issue_type,issue_description,ticket_status,created_timestamp
TKT000339,CUST000093,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,CLOSED,2026-03-29 08:15:48.090086
TKT000340,CUST000434,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,OPEN,2026-06-19 08:15:48.090086
TKT000341,CUST000136,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,OPEN,2026-03-23 08:15:48.090086
TKT000342,CUST000009,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,RESOLVED,2026-03-25 08:15:48.090086
TKT000343,CUST000189,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,RESOLVED,2026-05-02 08:15:48.090086
TKT000344,CUST000067,CARD_DECLINED,Customer's card was declined at IRCTC. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,CLOSED,2026-04-12 08:15:48.090086
TKT000345,CUST000148,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,OPEN,2026-04-19 08:15:48.090086
TKT000346,CUST000466,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,IN_PROGRESS,2026-07-20 08:15:48.090086
TKT000347,CUST000247,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,RESOLVED,2026-03-26 08:15:48.090086
TKT000348,CUST000213,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,RESOLVED,2026-05-14 08:15:48.090086
TKT000349,CUST000009,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,CLOSED,2026-04-07 08:15:48.090086
TKT000350,CUST000353,CARD_DECLINED,Customer's card was declined at MakeMyTrip. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,RESOLVED,2026-04-07 08:15:48.090086
TKT000351,CUST000356,CARD_DECLINED,Customer's card was declined at Flipkart. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,CLOSED,2026-02-25 08:15:48.090086
TKT000352,CUST000363,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,IN_PROGRESS,2026-01-27 08:15:48.090086
TKT000353,CUST000039,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,CLOSED,2026-03-07 08:15:48.090086
TKT000354,CUST000442,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,RESOLVED,2026-07-07 08:15:48.090086
TKT000355,CUST000268,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,OPEN,2026-02-27 08:15:48.090086
TKT000356,CUST000011,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,CLOSED,2026-02-03 08:15:48.090086
TKT000357,CUST000397,DISPUTE,Customer disputes a duplicate charge from Croma. Raised a chargeback and provisionally credited the amount.,RESOLVED,2026-05-28 08:15:48.090086
TKT000358,CUST000061,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,IN_PROGRESS,2026-04-02 08:15:48.090086
TKT000359,CUST000500,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,RESOLVED,2026-03-21 08:15:48.090086
TKT000360,CUST000077,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,IN_PROGRESS,2026-07-22 08:15:48.090086
TKT000361,CUST000478,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,RESOLVED,2026-04-09 08:15:48.090086
TKT000362,CUST000139,CARD_DECLINED,Customer's card was declined at Swiggy. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,RESOLVED,2026-05-12 08:15:48.090086
TKT000363,CUST000009,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,RESOLVED,2026-02-15 08:15:48.090086
TKT000364,CUST000175,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,CLOSED,2026-07-11 08:15:48.090086
TKT000365,CUST000452,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,OPEN,2026-01-31 08:15:48.090086
TKT000366,CUST000339,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",RESOLVED,2026-03-01 08:15:48.090086
TKT000367,CUST000386,CARD_DECLINED,Customer's card was declined at Flipkart. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,RESOLVED,2026-06-19 08:15:48.090086
TKT000368,CUST000263,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,OPEN,2026-04-10 08:15:48.090086
TKT000369,CUST000143,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,OPEN,2026-06-16 08:15:48.090086
TKT000370,CUST000238,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,OPEN,2026-02-13 08:15:48.090086
TKT000371,CUST000388,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",RESOLVED,2026-03-10 08:15:48.090086
TKT000372,CUST000427,CARD_DECLINED,Customer's card was declined at MakeMyTrip. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,CLOSED,2026-04-14 08:15:48.090086
TKT000373,CUST000335,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,RESOLVED,2026-02-22 08:15:48.090086
TKT000374,CUST000246,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,RESOLVED,2026-02-12 08:15:48.090086
TKT000375,CUST000402,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,OPEN,2026-02-18 08:15:48.090086
TKT000376,CUST000036,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,CLOSED,2026-03-19 08:15:48.090086
TKT000377,CUST000497,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",RESOLVED,2026-07-04 08:15:48.090086
TKT000378,CUST000415,DISPUTE,Customer disputes a duplicate charge from Amazon India. Raised a chargeback and provisionally credited the amount.,RESOLVED,2026-07-03 08:15:48.090086
TKT000379,CUST000207,CARD_DECLINED,Customer's card was declined at MakeMyTrip. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,CLOSED,2026-04-04 08:15:48.090086
TKT000380,CUST000128,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",RESOLVED,2026-07-22 08:15:48.090086
TKT000381,CUST000251,DISPUTE,Customer disputes a duplicate charge from Swiggy. Raised a chargeback and provisionally credited the amount.,RESOLVED,2026-03-01 08:15:48.090086
TKT000382,CUST000072,CARD_DECLINED,Customer's card was declined at Swiggy. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,RESOLVED,2026-02-15 08:15:48.090086
TKT000383,CUST000284,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,RESOLVED,2026-02-04 08:15:48.090086
TKT000384,CUST000241,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,CLOSED,2026-07-08 08:15:48.090086
TKT000385,CUST000112,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,OPEN,2026-05-22 08:15:48.090086
TKT000386,CUST000071,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",CLOSED,2026-02-03 08:15:48.090086
TKT000387,CUST000118,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,CLOSED,2026-03-18 08:15:48.090086
TKT000388,CUST000334,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,RESOLVED,2026-07-09 08:15:48.090086
TKT000389,CUST000022,CARD_DECLINED,Customer's card was declined at Swiggy. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,OPEN,2026-06-08 08:15:48.090086
TKT000390,CUST000481,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,IN_PROGRESS,2026-07-08 08:15:48.090086
TKT000391,CUST000284,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,OPEN,2026-02-13 08:15:48.090086
TKT000392,CUST000140,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",CLOSED,2026-03-08 08:15:48.090086
TKT000393,CUST000471,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,OPEN,2026-06-13 08:15:48.090086
TKT000394,CUST000284,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,RESOLVED,2026-07-02 08:15:48.090086
TKT000395,CUST000474,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",RESOLVED,2026-04-09 08:15:48.090086
TKT000396,CUST000282,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,OPEN,2026-05-02 08:15:48.090086
TKT000397,CUST000272,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",OPEN,2026-01-29 08:15:48.090086
TKT000398,CUST000270,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,RESOLVED,2026-03-15 08:15:48.090086
TKT000399,CUST000297,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,IN_PROGRESS,2026-03-19 08:15:48.090086
TKT000400,CUST000041,CARD_DECLINED,Customer's card was declined at Flipkart. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,IN_PROGRESS,2026-03-04 08:15:48.090086
TKT000401,CUST000425,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",OPEN,2026-04-01 08:15:48.090086
TKT000402,CUST000445,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,RESOLVED,2026-03-08 08:15:48.090086
TKT000403,CUST000248,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",IN_PROGRESS,2026-02-20 08:15:48.090086
TKT000404,CUST000036,DISPUTE,Customer disputes a duplicate charge from MakeMyTrip. Raised a chargeback and provisionally credited the amount.,RESOLVED,2026-06-20 08:15:48.090086
TKT000405,CUST000160,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,IN_PROGRESS,2026-05-21 08:15:48.090086
TKT000406,CUST000278,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,IN_PROGRESS,2026-02-16 08:15:48.090086
TKT000407,CUST000171,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,IN_PROGRESS,2026-07-05 08:15:48.090086
TKT000408,CUST000087,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,RESOLVED,2026-06-02 08:15:48.090086
TKT000409,CUST000202,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,RESOLVED,2026-02-23 08:15:48.090086
TKT000410,CUST000158,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,CLOSED,2026-05-01 08:15:48.090086
TKT000411,CUST000284,CARD_DECLINED,Customer's card was declined at IRCTC. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,OPEN,2026-05-22 08:15:48.090086
TKT000412,CUST000079,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,IN_PROGRESS,2026-02-13 08:15:48.090086
TKT000413,CUST000123,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",CLOSED,2026-02-18 08:15:48.090086
TKT000414,CUST000402,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,RESOLVED,2026-07-05 08:15:48.090086
TKT000415,CUST000431,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,OPEN,2026-03-20 08:15:48.090086
TKT000416,CUST000411,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",RESOLVED,2026-02-10 08:15:48.090086
TKT000417,CUST000100,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",RESOLVED,2026-03-04 08:15:48.090086
TKT000418,CUST000193,CARD_DECLINED,Customer's card was declined at Flipkart. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,CLOSED,2026-03-19 08:15:48.090086
TKT000419,CUST000427,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,IN_PROGRESS,2026-05-18 08:15:48.090086
TKT000420,CUST000256,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",CLOSED,2026-06-08 08:15:48.090086
TKT000421,CUST000257,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,RESOLVED,2026-02-27 08:15:48.090086
TKT000422,CUST000201,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",IN_PROGRESS,2026-05-06 08:15:48.090086
TKT000423,CUST000318,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,CLOSED,2026-05-28 08:15:48.090086
TKT000424,CUST000142,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,CLOSED,2026-03-30 08:15:48.090086
TKT000425,CUST000025,DISPUTE,Customer disputes a duplicate charge from IRCTC. Raised a chargeback and provisionally credited the amount.,RESOLVED,2026-03-05 08:15:48.090086
TKT000426,CUST000124,CARD_DECLINED,Customer's card was declined at Croma. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,CLOSED,2026-04-11 08:15:48.090086
TKT000427,CUST000142,CARD_DECLINED,Customer's card was declined at Swiggy. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,CLOSED,2026-02-26 08:15:48.090086
TKT000428,CUST000104,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,RESOLVED,2026-02-28 08:15:48.090086
TKT000429,CUST000062,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",RESOLVED,2026-02-09 08:15:48.090086
TKT000430,CUST000015,CARD_DECLINED,Customer's card was declined at IRCTC. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,CLOSED,2026-06-26 08:15:48.090086
TKT000431,CUST000118,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,OPEN,2026-07-05 08:15:48.090086
TKT000432,CUST000312,DISPUTE,Customer disputes a duplicate charge from Croma. Raised a chargeback and provisionally credited the amount.,OPEN,2026-07-22 08:15:48.090086
TKT000433,CUST000190,DISPUTE,Customer disputes a duplicate charge from IRCTC. Raised a chargeback and provisionally credited the amount.,IN_PROGRESS,2026-07-23 08:15:48.090086
TKT000434,CUST000058,DISPUTE,Customer disputes a duplicate charge from MakeMyTrip. Raised a chargeback and provisionally credited the amount.,IN_PROGRESS,2026-05-22 08:15:48.090086
TKT000435,CUST000362,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,IN_PROGRESS,2026-06-29 08:15:48.090086
TKT000436,CUST000308,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,OPEN,2026-04-18 08:15:48.090086
TKT000437,CUST000421,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,OPEN,2026-07-25 08:15:48.090086
TKT000438,CUST000306,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,IN_PROGRESS,2026-04-11 08:15:48.090086
TKT000439,CUST000428,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,CLOSED,2026-02-13 08:15:48.090086
TKT000440,CUST000137,DISPUTE,Customer disputes a duplicate charge from Swiggy. Raised a chargeback and provisionally credited the amount.,RESOLVED,2026-02-01 08:15:48.090086
TKT000441,CUST000016,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,CLOSED,2026-05-11 08:15:48.090086
TKT000442,CUST000216,DISPUTE,Customer disputes a duplicate charge from Amazon India. Raised a chargeback and provisionally credited the amount.,CLOSED,2026-02-07 08:15:48.090086
TKT000443,CUST000144,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",RESOLVED,2026-04-28 08:15:48.090086
TKT000444,CUST000162,CARD_DECLINED,Customer's card was declined at Flipkart. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,RESOLVED,2026-04-02 08:15:48.090086
TKT000445,CUST000303,DISPUTE,Customer disputes a duplicate charge from Croma. Raised a chargeback and provisionally credited the amount.,CLOSED,2026-02-03 08:15:48.090086
TKT000446,CUST000031,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,RESOLVED,2026-07-04 08:15:48.090086
TKT000447,CUST000429,CARD_DECLINED,Customer's card was declined at Swiggy. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,RESOLVED,2026-07-10 08:15:48.090086
TKT000448,CUST000497,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,RESOLVED,2026-03-04 08:15:48.090086
TKT000449,CUST000451,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",CLOSED,2026-06-27 08:15:48.090086
TKT000450,CUST000253,DISPUTE,Customer disputes a duplicate charge from Croma. Raised a chargeback and provisionally credited the amount.,CLOSED,2026-04-01 08:15:48.090086
TKT000451,CUST000479,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,RESOLVED,2026-04-08 08:15:48.090086
TKT000452,CUST000012,CARD_DECLINED,Customer's card was declined at Swiggy. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,CLOSED,2026-02-20 08:15:48.090086
TKT000453,CUST000108,CARD_DECLINED,Customer's card was declined at Swiggy. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,RESOLVED,2026-07-09 08:15:48.090086
TKT000454,CUST000015,CARD_DECLINED,Customer's card was declined at MakeMyTrip. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,CLOSED,2026-03-27 08:15:48.090086
TKT000455,CUST000235,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",CLOSED,2026-02-28 08:15:48.090086
TKT000456,CUST000346,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,OPEN,2026-05-26 08:15:48.090086
TKT000457,CUST000131,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,CLOSED,2026-04-05 08:15:48.090086
TKT000458,CUST000192,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,OPEN,2026-03-27 08:15:48.090086
TKT000459,CUST000463,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",OPEN,2026-06-05 08:15:48.090086
TKT000460,CUST000046,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,OPEN,2026-07-22 08:15:48.090086
TKT000461,CUST000089,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,RESOLVED,2026-02-20 08:15:48.090086
TKT000462,CUST000082,DISPUTE,Customer disputes a duplicate charge from Swiggy. Raised a chargeback and provisionally credited the amount.,RESOLVED,2026-04-23 08:15:48.090086
TKT000463,CUST000109,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,RESOLVED,2026-05-04 08:15:48.090086
TKT000464,CUST000287,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",IN_PROGRESS,2026-02-24 08:15:48.090086
TKT000465,CUST000023,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,OPEN,2026-06-14 08:15:48.090086
TKT000466,CUST000299,DISPUTE,Customer disputes a duplicate charge from Amazon India. Raised a chargeback and provisionally credited the amount.,CLOSED,2026-07-12 08:15:48.090086
TKT000467,CUST000065,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,CLOSED,2026-07-01 08:15:48.090086
TKT000468,CUST000168,CARD_DECLINED,Customer's card was declined at Flipkart. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,IN_PROGRESS,2026-04-12 08:15:48.090086
TKT000469,CUST000127,DISPUTE,Customer disputes a duplicate charge from Amazon India. Raised a chargeback and provisionally credited the amount.,CLOSED,2026-05-27 08:15:48.090086
TKT000470,CUST000386,DISPUTE,Customer disputes a duplicate charge from Swiggy. Raised a chargeback and provisionally credited the amount.,CLOSED,2026-05-29 08:15:48.090086
TKT000471,CUST000380,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,CLOSED,2026-05-01 08:15:48.090086
TKT000472,CUST000087,CARD_DECLINED,Customer's card was declined at MakeMyTrip. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,RESOLVED,2026-03-25 08:15:48.090086
TKT000473,CUST000179,CARD_DECLINED,Customer's card was declined at Swiggy. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,CLOSED,2026-02-27 08:15:48.090086
TKT000474,CUST000489,CARD_DECLINED,Customer's card was declined at Amazon India. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,CLOSED,2026-03-06 08:15:48.090086
TKT000475,CUST000026,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",RESOLVED,2026-03-08 08:15:48.090086
TKT000476,CUST000205,CARD_DECLINED,Customer's card was declined at IRCTC. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,IN_PROGRESS,2026-06-25 08:15:48.090086
TKT000477,CUST000377,DISPUTE,Customer disputes a duplicate charge from MakeMyTrip. Raised a chargeback and provisionally credited the amount.,CLOSED,2026-04-25 08:15:48.090086
TKT000478,CUST000458,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,OPEN,2026-06-04 08:15:48.090086
TKT000479,CUST000364,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",RESOLVED,2026-03-07 08:15:48.090086
TKT000480,CUST000295,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",CLOSED,2026-06-17 08:15:48.090086
TKT000481,CUST000338,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,IN_PROGRESS,2026-05-14 08:15:48.090086
TKT000482,CUST000038,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,RESOLVED,2026-02-27 08:15:48.090086
TKT000483,CUST000036,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,RESOLVED,2026-04-27 08:15:48.090086
TKT000484,CUST000408,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,OPEN,2026-02-11 08:15:48.090086
TKT000485,CUST000434,CARD_DECLINED,Customer's card was declined at Swiggy. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,OPEN,2026-05-30 08:15:48.090086
TKT000486,CUST000445,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,RESOLVED,2026-07-06 08:15:48.090086
TKT000487,CUST000106,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,RESOLVED,2026-03-21 08:15:48.090086
TKT000488,CUST000332,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,RESOLVED,2026-07-14 08:15:48.090086
TKT000489,CUST000143,CARD_DECLINED,Customer's card was declined at IRCTC. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,IN_PROGRESS,2026-02-21 08:15:48.090086
TKT000490,CUST000204,DISPUTE,Customer disputes a duplicate charge from MakeMyTrip. Raised a chargeback and provisionally credited the amount.,CLOSED,2026-04-10 08:15:48.090086
TKT000491,CUST000445,CARD_DECLINED,Customer's card was declined at Amazon India. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,RESOLVED,2026-07-24 08:15:48.090086
TKT000492,CUST000216,CARD_DECLINED,Customer's card was declined at Flipkart. Investigation showed the card had reached its credit limit; advised customer to make a payment or request a limit increase.,RESOLVED,2026-02-11 08:15:48.090086
TKT000493,CUST000382,GENERAL,General enquiry about interest rates on fixed deposits. Provided current rate card and closed the ticket.,OPEN,2026-07-12 08:15:48.090086
TKT000494,CUST000171,FRAUD,"Customer reported an unrecognised transaction. Flagged for the fraud team, card hot-listed, and a replacement issued.",CLOSED,2026-03-11 08:15:48.090086
TKT000495,CUST000181,DISPUTE,Customer disputes a duplicate charge from MakeMyTrip. Raised a chargeback and provisionally credited the amount.,IN_PROGRESS,2026-06-14 08:15:48.090086
TKT000496,CUST000164,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,OPEN,2026-02-12 08:15:48.090086
TKT000497,CUST000292,LOGIN,Customer unable to log in to the mobile app. Reset credentials and confirmed successful login.,IN_PROGRESS,2026-06-29 08:15:48.090086
TKT000498,CUST000371,CARD_DECLINED,Transaction declined due to the card being temporarily blocked after suspected fraud. Verified customer identity and re-enabled the card.,OPEN,2026-06-28 08:15:48.090086
TKT000499,CUST000409,LOAN,Customer enquired about a personal loan top-up. Shared eligibility and current interest rates; no action required.,RESOLVED,2026-04-16 08:15:48.090086
TKT000500,CUST000438,DISPUTE,Customer disputes a duplicate charge from IRCTC. Raised a chargeback and provisionally credited the amount.,OPEN,2026-06-11 08:15:48.090086
